user_id,Requirements volaitlity,Risk,Documentation,user participation,Class,characteristics
,4,9,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,8,7,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,9,6,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,8,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,4,8,7,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,9,7,7,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,8,7,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,9,3,2,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,4,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,2,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,4,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,3,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,4,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,3,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,2,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,3,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,4,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,6,1,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,4,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,7,3,8,4,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,4,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,5,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,2,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,4,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,4,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,7,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,2,9,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,3,9,7,8,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,7,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,3,8,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,7,8,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,1,9,8,7,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,6,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,9,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,9,6,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,4,9,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,8,7,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,9,6,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,8,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,4,8,7,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,9,7,7,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,8,7,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,9,3,2,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,4,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,2,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,4,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,3,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,4,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,3,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,2,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,3,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,4,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,6,1,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,4,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,7,3,8,4,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,4,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,5,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,2,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,4,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,4,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,7,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,2,9,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,3,9,7,8,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,7,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,3,8,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,7,8,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,1,9,8,7,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,6,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,9,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,9,6,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,4,9,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,8,7,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,9,6,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,8,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,4,8,7,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,9,7,7,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,8,7,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,9,3,2,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,4,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,2,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,4,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,3,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,4,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,3,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,2,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,3,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,4,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,6,1,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,4,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,7,3,8,4,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,4,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,5,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,2,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,4,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,4,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,7,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,2,9,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,3,9,7,8,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,7,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,3,8,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,7,8,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,1,9,8,7,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,6,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,9,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,9,6,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,4,9,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,8,7,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,9,6,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,8,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,4,8,7,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,9,7,7,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,8,7,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,9,3,2,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,4,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,2,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,4,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,3,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,4,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,3,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,2,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,3,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,4,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,6,1,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,4,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,7,3,8,4,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,4,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,5,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,2,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,4,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,4,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,7,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,2,9,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,3,9,7,8,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,7,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,3,8,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,7,8,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,1,9,8,7,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,6,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,9,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,9,6,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,4,9,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,8,7,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,9,6,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,8,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,4,8,7,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,9,7,7,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,8,7,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,9,3,2,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,4,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,2,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,4,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,3,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,4,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,3,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,2,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,3,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,4,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,6,1,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,4,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,7,3,8,4,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,4,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,5,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,2,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,4,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,4,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,7,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,2,9,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,3,9,7,8,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,7,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,3,8,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,7,8,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,1,9,8,7,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,6,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,9,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,9,6,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,4,9,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,8,7,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,9,6,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,8,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,4,8,7,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,9,7,7,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,8,7,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,9,3,2,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,4,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,2,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,4,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,3,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,4,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,3,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,2,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,3,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,4,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,6,1,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,4,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,7,3,8,4,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,4,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,5,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,6,2,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,4,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,2,8,4,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,5,3,8,3,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,7,2,8,2,Kanban,"medium requirements volatility, low risk analysis, high documentation, low stakeholder involvement"
,2,9,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,3,9,7,8,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,7,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,3,8,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,8,9,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,7,8,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,1,9,8,7,Waterfall,"low requirements, high risk, high documentation, high stakeholder involvement"
,2,9,6,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,9,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,9,6,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,4,9,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,8,7,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,9,6,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,8,5,9,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,4,8,7,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,3,9,7,7,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,2,8,7,8,Spiral ,"low requirements, high risk, medium documentation, high stakeholder involvement"
,9,3,2,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,4,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,2,2,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,4,4,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,9,3,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,3,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,1,4,2,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,3,3,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
,10,2,2,3,Scrum ,"high requirements volatility, low risk analysis, low documentation, high stakeholder involvement"
